,room,size,floor,total_floors,address,area,agent,start_time,url,Description,price
390,1,40.0,2,2,"пр-т Ленина, 5",р-н Центр,Агентство,2022-03-03,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_40m_22et._2338604882,"Многофункциональный центр услуг, предлагает приобрести просторную, светлую и уютную однокомнатную квартиру в отличном состоянии. 
Квартира расположена в центре города. 
Просторные кухня и комната, широкая парадная. 
В шаговой доступности вся необходимая инфраструктура — Торговые центры, магазины, аптеки, детские сады, школы, остановки общественного транспорта, места досуга и отдыха, набережная Онежского озера в одной минуте ходьбы. 
Добропорядочные соседи. 
Остается вся мебель и бытовая техника. 
Въезжай и живи. Один собственник. Квартира без долгов и обременений. Для вас полное и бесплатное сопровождение сделки. 
Индивидуальный подход к каждому клиенту! 
Ооо «Мфцу» более 15 лет оказывает услуги в сфере недвижимости, быстро, качественно и юридически грамотно реализуем вашу недвижимость. Оформление ипотечного кредита в 12 ведущих банках. 
Менеджер Марина.",4200000
391,1,50.0,1,9,"ш. Соломенское, стр. 1",р-н Северная промзона,Баренц Групп,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_50m_19et._2315049105,"Жилой комплекс «Talojarvi» — природа Вашего будущего! 

Новый жилой район, расположенный на берегу Онежского озера, на пересечении Соломенского шоссе и ул. Зайцева. 

Включает в себя комплекс монолитных домов разной этажности. Центральное место в районе занимает большой парк, где есть все для спорта, отдыха, проведения досуга жителями района. 

Главной особенностью TalojÄRvi город у воды является то, что практически все квартиры имеют вид на Онежское озеро. 

Вход в каждый подъезд будет находиться на уровне земли — без ступенек и пандусов можно дойти до лифтов. 

В подъездах выполняется авторский дизайн-проект внутренней отделки. Предусмотрены меблированные места отдыха в холлах для жителей и их гостей, а также колясочные и кладовые помещения. В подъезде присутствуют лапомойки для домашних животных. 

Бесшумные лифты финской компании Kone. 

Коммуникации: холодная вода от существующих городских сетей, горячая вода и отопление за счет крышной газовой котельной (природный газ). Индивидуальные приборы учета тепла. Низкие коммунальные платежи. 

Во дворе дома детская площадка и большое количество парковочных мест. По периметру дома, в подъездах и лифтах установлена домовая система видеонаблюдения, доступная жильцам комплекса. 

Варианты оплаты: 

- наличный расчет.

- ипотека.

Абсолютно безопасная сделка по системе эскроу счетов! 

Район с активно развивающейся инфраструктурой. Вдоль Соломенского шоссе будут располагаться: торговый центр, автозаправочная станция. На территории запланировано строительство большой современной школы и детского сада для самых маленьких жителей. 

Предложение ограничено и не является публичной офертой, подробности уточняйте по телефону или в офисе отдела продаж.",4200000
392,2,56.0,4,4,"ул. Андропова, 9",р-н Центр,Собственик,2022-03-02,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_56m_44et._2378307531,"2-х комнатная полногабаритная квартира на 4-м этаже 4-х этажного кирпичного дома в самом центре. Высота потолков 3,07. Перекрытия железобетонные, снизу и сверху. Кровля заменена. 
Тихий и уютный двор со шлагбаумом и большой придомовой территорией. 
Установлены стеклопакеты, счётчики на воду. 
Окна выходят во двор. 
В шаговой доступности ТЦ «Макси», поликлиники, аптеки.",6530000
393,4,58.8,2,5,"ул. Жуковского, 12А",р-н Сулажгора,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/4-k._kvartira_588m_25et._2362066543,"Супер Предложение! 

Не Упустите Свой Шанс! 

Предлагается Вашему вниманию Четырехкомнатная квартира на Шикарном втором этаже в полюбившемся жителями районе в Удачном месторасположении с Развитой инфраструктурой! 

Состояние — хорошее (Перепланировка Узаконена): 

- комнаты (8,3/ 10,0/10,3/ 13,1; три комнаты — изолированные, одна — смежная);

- кухня (5,9; Электроплита);

- прихожая (7,7);

- с. /у. (раздельный; счетчики; частично заменены трубы и стояки);

- полы (кухня, прихожая, с. /у.: плитка; комнаты: линолеум);

- потолки (краска, побелка);

- двойные входные двери;

- Балкон (во двор; не застеклен);

- высота помещений (2,5). 

Новым владельцам Остается мебель По-Договоренности! 

Без Долгов и Обременений! 

Хорошие соседи! 

Очень Тихий подъезд! 

В Шаговой доступности: остановка общественного транспорта (регулярно №2, №3, №5, №9, №15), магазины: «Магнит», «Пятерочка», «Онего», «Лотос», детский сад № 22, школа №12, отделение «Сбербанка», парк для прогулок! 

Остались Вопросы? 

Звоните, с удовольствием отвечу и Оперативно организую для Вас Показ! 

Если Вам нужно Продать свою недвижимость, Не Знаете, С Чего Начать: 

с любезностью Вам Помогу! 

Полное Юридическое Сопровождение Сделки От Просмотра ДО Передачи Ключей!",3800000
394,1,40.4,10,16,"Лососинское ш., 29",р-н Древлянка,Собственик,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_404m_1016et._2315701269,"В помощи продать не нуждаюсь.
Монолитный дом.
Площадь 40,4+4(лоджия).
Хорошая планировка квартиры.
Сделан косметический ремонт.
Новая кухня, индукционная варочная панель.
Установлены счётчики на воду.
Окна двойные стеклопакеты.
Новые лифты(пассажирский и грузовой).
Отдельная закрытая площадка на три квартиры.
Солнечная сторона.
Система пожарной сигнализации и пожаротушения.
Видео наблюдение во дворе и на лифтовой площадке.",3650000
395,2,50.0,9,25,"ул. Чапаева, 50",р-н Перевалка,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_50m_925et._2365266817,"Продам «евродвушку» в новом доме, на Перевалке, ул. Чапаева,50. Дом декабрь 2021 года постройки. Общая пл — 44 кВ. М. + лоджия 6 м ( застеклен), это 2 этаж. (5 600 000)., есть ещё на 9 этаже 42,8 кВ. М+ балкон 4 м(не застеклен)(5 300 000). С/ у совмещённый (Кафель плитка). Установлена душевая кабинка. Состояние Квартиры «под ключ». Сделан качественный евроремонт. Полы (комната)- ламинат. Прихожая — плитка. Везде натяжные потолки. Один собственник. Никаких ограничений и обременений нет. Любая форма оплаты. Отличное месторасположение, в шаговой доступности магазины, остановки, торговый центр «Весна», д/о, школы, Сбербанк и т. Д. Прямая Продажа.",5300000
396,3,68.0,2,9,"Питкярантская ул., 16",р-н Кукковка,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_68_m_29_et._2364133541,"Арт. 54332867 Доп. Номер агента — 103 (для набора в тональном режиме).
АН Метр Предлагае Вашему вниманию 3-х ком. Квартиру улучшенной планировки 68 кв. М. В квартире сделан хороший, качественный ремонт, напольные покрытия ламинат влагостойкий — высокого класса, заменена все трубы, установлены счетчики. Везде по всей квартире, пластиковое остекление,7 метровая лоджия оборудована подсветкой и выведены розетки. Ванная и сан. Узел кафель, плитка, заменена сантехника, везде установлены одинаковые в одном стиле меж. Комнатные двери. Две раздельные комнаты расположены на разные стороны. Квартира полностью меблирована и оснащена всей необходимой бытовой техникой. Установленна встроенная кухня с встроенной быт. Техникой. Натяжные потолки с центральным и точечным освещением. Квартира не требует ни каких вложений, хороший второй этаж и отличная локация дома: в 5 минутной шаговой доступности 3 остановки общественного транспорта, большой гипермаркет Магнит, ТЦ Добрыня, отделение Сбербанка,2 школы и садик. 
Один Собственик, обременений нету, Любая Форма Оплаты, Помощь В Получение Ипотеки. 
-Возможен Зачёт Вашей Недвижимости. 
-Возможен Обмен Вашей Недвижимости.",4899000
397,1,30.7,5,5,"Пограничная ул., 4",р-н Рыбка,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_307m_55et._2304786763,"Предлагается к покупке чистая 1к квартира с косм. Ремонтом на ул. Пограничная д.4.
Общая площадь: 35 кв. М. 

Отличительная особенность данной квартиры-она поделена на 2 комнаты! Идеально подойдёт молодой семье с ребёнком! 
В квартире сделан косметический ремонт: стеклопакеты, на полу ламинат, больше просторна кухня-гостиная, хороший кухонный гарнитур-остаётся! В санузле кафельная плитка. Новые межкомнатные двери. 

В квартире установлен Кондиционер поэтому в ней никогда не будет жарко! 
Во дворе установлены тренажёры, есть детская площадка! 
— Способы оплаты: ипотека, материнский капитал, скидка за наличные! 
— Оперативный показ! 
— Без Комиссии для покупателя! 

Звоните Прямо Сейчас! 

Работаем Без Выходных с 9.00-22.00.

Если у вас ещё не продано Своё жильё, то мы срочно выкупим вашу Недвижимость в течении Одного дня или найдём подходящего покупателя на Выгодных Для Вас условиях в кратчайшие сроки! 

Полное Юридическое Сопровождение ЗА Наш Счет! 
«Гарант Недвижимость» — мы заботимся о Вас!",2799000
398,3,62.1,2,5,Скандинавский пр.,р-н Древлянка,Собственик,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_621m_25et._1820371884,"Дом 2016 года постройки. Комнаты раздельные, кухня отдельная, сан. Узел раздельный, большая колясочная. Нет смежных соседей, только сверху, снизу магазин. Без балкона. 
Развитая инфраструктура: детские и спортивные площадки, остановки общественного транспорта, магазины. В районе 3 действующих новых детских сада, новая школа. 
Связь по тел Whats App или сообщения авито. 

Один собственник. Не агенство.",7000000
399,1,25.6,3,6,"пр-т Ленина, 15",р-н Центр,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_256m_36et._2317601152,"Мечтаете жить в центре города или вложить средства в перспективную для аренды квартиру? 

Тогда это предложение для вас. 

Квартира в обычном состоянии, готова к воплощение ваших дизайнерских задумок. 

Есть балкон. Горячая вода от бойлера. Газовая плита. 

По вопросам просмотра и приобретения звоните по номеру телефона, указанному в объявлении. 

Ключи на руках, показ в удобное для вас время по предварительной договоренности. 

Торг возможен.",2999999
400,2,46.4,4,5,"ул. Маршала Мерецкова, 9",р-н Голиковка,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_464_m_45_et._2321078906,"Вашему вниманию предлагается уютная 2-х комнатная квартира, расположенная на 4-ом этаже 5-ти этажного панельного дома по улице Маршала Мерецкова район Голиковка. 
-Общая площадь квартиры составляет 46,4 кв. М, две комнаты 19.4 и 10.4 кв. М. Площадь кухни 6 кв. М. 
-Совмещенный санузел площадью 2,9 кв. М. 
-Отдельная кладовая площадью почти 2 кв. М. 
-Квартира с косметическим ремонтом: установлены cтеклопакеты, ламинат, туалет и ванная кафель. 
-Газовая колонка автомат. 
-Солнечная сторона. 
-Подъезд чистый, доброжелательные соседи. 
-Район имеет развитую социальную, транспортную и торговую инфраструктуру, магазины, школы, детские сады в шаговой доступности. 
-В квартире остается все, что представлено в экспозиции. 
-Для Вас за счет партнерских отношений компании Этажи с ведущими Банками партнерами возможно получить скидку до -1,4% по ипотеке. 
Звоните с радостью отвечу на все Ваши вопросы! Номер в базе: 7119803. Район: Голиковка.",3999000
401,4,85.9,1,5,"Финский пр., 5",р-н Древлянка,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/4-k._kvartira_859_m_15_et._2321571263,"Вашему вниманию предлагается прекрасная 4-комнатная квартира, расположенная в пятиэтажном доме повышенной комфортности, ЖК «Гармония» (микрорайон Древлянка-7). Высокий первый этаж, дом введен в эксплуатацию в октябре 2020 года. 
Общая площадь квартиры составляет 85,9 кв. М. Без учета площади балкона. Квартира предлагается в состоянии под чистовую отделку, что подразумевает под собой цементную стяжку пола, подготовленные под оклейку/окраску выровненные стены, в помещениях разведена электрика, смонтированы трубы водоснабжения и канализации, установлены выключатели/переключатели и розетки. 
Удобная продуманная планировка квартиры представлена тремя полноценными комнатами площадью 15,6 кв. М., 14,5 кв. М., 11,4 кв. М. Соответственно и вместительной гостиной 12,9 кв. М. С выходом на просторный балкон 5,68 кв. М. С панорамным остеклением, совмещенной с кухонной зоной 6,4 кв. М. Помимо этого, в квартире предусмотрены два санузла 4,9 кв. М. И 4,0 кв. М., широкая коридорная зона 8,0 кв. М. И вместительная прихожая с помещением для организации гардеробной. Квартира очень светлая благодаря большим окнам высотой 1,76 м и высоким потолкам 2,7 м. Солнечная сторона. 
Отопление и горячее водоснабжение осуществляется посредством расположенной на крыше газовой котельной, что подразумевает круглогодичное наличие горячей воды без сезонных отключений. Отопительный сезон в доме стартует по решению жильцов. Отопление производится за счет природного газа, что обеспечивает высокую энергоэффективность дома (низкий расход тепла), возможность самостоятельно регулировать интенсивность нагрева радиаторов отопления при помощи терморегуляторов. Все это благоприятно отразится на Ваших коммунальных платежах. 
Вход в подъезд осуществляется с помощью специального электронного ключа: дом оборудован системой «Умный домофон», позволяющей управлять доступом к подъезду как с дверной панели и стандартной трубки, так и удаленно со смартфона. Высокая энергоэффективность здания (А (высокая) и А+ (очень высокая), что круглый год обеспечит тепло и комфорт в квартире. 
В квартире установлены широкая металлическая входная дверь с теплоразрывом и надежными замками, двухкамерные Пвх-стеклопакеты с детскими замками на всех окнах без исключения, счетчики учета водоснабжения. 
Подъезд снабжен бесшумным лифтом Otis, предусмотрена его дополнительная шумоизоляция. Панорамные окна, просторная коридорная зона парадной и предусмотренные места для колясок и велосипедов также приятно порадуют Вас. Круглосуточное видеонаблюдение по периметру дома. Во дворе организована детская площадка, которая полностью просматривается из окон квартиры. 
Собственник готов отдельно рассмотреть вопрос продажи кладовой, расп Номер в базе: 7089158. Район: Древлянка.",8190000
402,1,37.2,1,9,"Лесной пр-т, 39",р-н Древлянка,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_372m_19et._2160859722,"Продаётся 1-комн. Кв. На Лесном пр.39. 1/9, 37,2 кв. М. Лоджия 3 м. Застеклена. Удобноя планировка квартиры, кухня с комнатой на разные стороны, большая кладовка. Состояние хорошее, стеклопакеты, с/у совмещен в кафеле. Остаются кухонный гарнитур и частично мебель. Развитая инфраструктура микрорайона Древлянка.",3600000
403,1,30.0,3,5,"пос. Деревянка, ул. Мира, 7",,Собственик,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_30m_35et._2306093364,"Агентство недвижимости «Решение» предлагает к продаже однокомнатную квартиру! 

Квартира расположена в посёлке Деревянка, Прионежского района Республики Карелия, находится на 3 этаже 5 этажного панельного дома с железобетонными перекрытиями. 

Состояние отличное! В квартире остаётся вся мебель и бытовая техника. Заезжай и живи. 

Квартира Очень теплая, светлая, уютная. Развитая инфраструктура, всё в шаговой доступности. 

Если Вы хотите обеспечить себе и своей семье комфортное и спокойное проживание — эта квартира для Вас! 

Полное сопровождение сделки!",950000
404,4,70.5,4,5,"Балтийская ул., 19",р-н Кукковка,Собственик,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/4-k._kvartira_705m_45et._2360796720,4 этаж 5-ти этажного дома. Спокойные соседи. Сделана перепланировка ванной комнаты.,5500000
405,1,35.9,5,9,"Ругозерский пер., 7",р-н Перевалка,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_359m_59et._2355636757,"Агентство недвижимости «Дом плюс» предлагает к покупке однокомнатную квартиру улучшенной планировки на Перевалке. 
Преимущества данной квартиры: 
+ Состояние квартиры хорошее, выполнен косметический ремонт. Ванная комната и туалет в кафельной плитке. На полу в комнате ламинат, а в прихожей и кухне плитка. Потолки с точечным светом. Заменены все окна на пластиковые. «Въезжай и живи».
+ Продуманная планировка для комфортной жизни. Большая кухня на которой можно разместить например уютный диван для приема гостей. Раздельный санузел. Вход в комнату немного перенесен, за счет этого «грязная зона» прихожей остается не проходным местом(меньше грязи разносится по квартире). Комната разделена на спальную и гостиную зоны с раздельным освещением. Есть лоджия. 
+ Очень развитая инфраструктура: до школы 400 метров, детский садик — 250метров. До остановки общественного транспорта 300 метров. До Трц «Лотос плаза» 10 минут прогулочным шагом. 
+ Квартира освобождена, документы готовы к сделке купли-продажи. 

Заинтересовало данное предложение? Звоните скорее и договоримся на просмотр «вживую» или онлайн! 
С реальным покупателем готовы обсуждать стоимость квартиры(торг). 

Данную квартиру можно приобрести с любой формой оплаты, как за наличные, как и с ипотекой любого банка. Можно использовать материнский, жилищный или военный сертификаты. Мы обязательно поможем во всех вопросах оформления и гарантируем чистоту сделки. 

Не продали свою? Мы обязательно поможем Вам в этом непростом деле. Быстро и профессионально найдем покупателя на вашу квартиру и за максимально «дорого»! Также осуществляем срочный выкуп квартир за свои деньги, гарантируем хорошую цену и выплату наличными в день обращения. 

Агентство недвижимости «Дом Плюс» — старейшее на рынке недвижимости города Петрозаводска, работаем с 1993 года. Всегда готовы встретиться с Вами и дать бесплатную консультацию по любым связанным с недвижимостью вопросам в нашем офисе, удобно расположенном в самом центре города — на проспекте Ленина, 18.",3575000
406,1,35.8,7,10,"Лососинское ш., 35",р-н Древлянка,Собственик,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_358m_710et._2328624741,"Продам однокомнатную квартиру на 7 этаже 10 этажного дома, солнечная сторона, квартира очень теплая (почти весь день солнце). Общая площадь 35,8 кв. М. 
Кухня и прихожая ламинат, комната — линолеум. Во всей квартире натяжные потолки. Балкон 3 метра, застекленный. 
Остается кухонный гарнитур. 
Продаёт собственник, звонить строго с 18 до 21 часа. Без торга.",3300000
407,1,33.9,4,5,"Гвардейская ул., 46А",р-н Ключевая,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_339_m_45_et._2340567204,"Подбираете новую квартиру, но еще не продали свою? Мы поможем вам в этом! 
Срочная продажа! Предлагается к покупке 1-комнатная квартира в кирпичном доме в районе Ключевая. Общая площадь 33,9 кв. М. 

Располагается по адресу: ул. Гвардейская, д. 46, а. 

Площадь комнаты: 17.20 кв. М. Площадь кухни: 10,10 кв. М. 

Дом кирпичный. 

Железобетонные перекрытия. 

Находится на 4/5 этаже, в закрываемой рекреации 3 квартиры. 

Окна выходят на неоживленную улицу, вид свободный. 

Окна заменены на пластиковые (в комнате). 

Электрическая плита. Горячая вода. 

Низкие коммунальные платежи. 

Проведен интернет. 

Рядом находятся сетевые магазины крупных компаний (Пятерочка, Магнит). 

В шаговой доступности остановки общественного транспорта. 

Квартира без долгов и обременений! Один собственник. 

Приобрести возможно за наличные, в ипотеку и с использованием различных сертификатов. Объект № 550879.
Многофункциональный центр недвижимости (Мфцн) оказывает полный спектр профессиональных решений в сфере недвижимости: 
- Купля-продажа вторичного жилья, полное юридическое сопровождение сделок любой сложности;
- Сертификат безопасности сделки;
- Полис защиты новосёла при приобретении новостройки;
- Профессиональная приёмка квартиры у застройщика;
- Ипотечное кредитование от ведущих банков-партнёров, страхование;
- Оформление перепланировки в соответствии с Законодательством;
- Прием документов специалистом Гбу Мфц;
- Петрозаводский кадастр недвижимости;
- оценка недвижимости. 

Ознакомиться со всеми предложениями Вы можете, перейдя по ссылке в наш магазин Мфцн, которая находится под данным объявлением, а также справа от объявления. 

Номер объекта: #2/550879/6805.",2500000
408,3,54.0,3,5,"Скандинавский пр., 5",р-н Древлянка,Собственик,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_54m_35et._2363750151,"— состояние въехал и живи, многое остаётся в квартире.
— квартира расположена на третьем этаже (3/5), окна и балкон выходят во двор.
— евротрёшка, общая площадь 54,0 м2.
— удобная планировка, изолированные комнаты.
— в квартире один балкон 4,5м2, выход из спальни.
— сделан качественный ремонт с использованием дорогих материалов, практически новый.
— хороший подъезд, тихие соседи.
— низкие КУ (до 4000 зимой).
— отличная инфраструктура вокруг дома, рядом новая школа, несколько детских садов, сетевые магазины, остановки общественного транспорта. Для любителей активного отдыха и прогулок трасса Фонтаны и лесопарковая зона прямо за домом, бассейн h2O.
— прекрасное расположение, чистый, зеленый дворик с детскими площадками, видеонаблюдение вокруг дома, за домом находится экопарковка, где можно удобно припарковаться.
— без обременений и долгов, один собственник.",6250000
409,3,58.6,5,5,"Чистая ул., 11",р-н Древлянка,Строительная компания Nova,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_586m_55et._2337274551,"Отличное предложение для комфортного проживания в экологически чистом районе.

Продаётся готовая 3 комнатная квартира в новом жилом комплексе «Чистый город» на Древлянке. 

Общая площадь 58,6 кв. М (включая балкон 5,5 кв. М).

Этаж 5/5.

Квартира с хорошим ремонтом, не требует никаких вложений. Состояние — въезжай и живи! 

Раздельные светлые комнаты 13,9/10,1/10кв. М, просторная кухня. Со спальни выход на застекленный балкон с видом на уютный двор. Окна выходят на разные стороны. 

Новым хозяевам остается встроенная кухня, посудомоечная машина, холодильник, духовой шкаф, варочная поверхность, вытяжка. Бытовая техника новая, в минимально эксплуатации. 

Напольное покрытие ламинат и плитка. Потолки натяжные (в прихожей и в кухне.). Хорошие межкомнатные двери с качественной фурнитурой. На окнах установлены стеклопакеты. 

Санузел раздельный, кафель, импортная сантехника, качественные смесители, установлены счетчики на воду. 

Просторная прихожая, гардеробная с функциональной системой хранения. 

Входная дверь железная, домофон. 

Преимущества жилого комплекса: 

- низкие коммунальные платежи, чистая артезианская вода;

- видеонаблюдение;

- большое количество парковочных мест;

- отличная транспортная доступность и инфраструктура;

- новый детский сад и школа.

Преимущества покупки в агентстве недвижимости Nova Realty.

- полное бесплатное сопровождение;

- юридическая безопасность и прозрачность сделки;

- работаем с любыми сертификатами на покупку жилья;

- бесплатная подача заявки в выбранные банки.

Бонус! Скидка 0,3% к ставке Сбербанка — подробности у менеджера.",6630000
410,4,74.0,5,5,"пос. Мелиоративный, Лесная ул., 20",,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/4-k._kvartira_74_m_55_et._2353144094,"Представляем вашему вниманию уютную четырёхкомнатную квартиру, расположенную на пятом этаже пятиэтажного дома, 
в посёлке Мелиоративном. 
В квартире выполнен хороший ремонт, все окна пластиковые, Сделаны натяжные потолки, на полу линолеум. 
Сан узел раздельный, отделан кафельной плиткой! 
В квартире природный газ, газовой колонки нет, установлен бойлер на 100л. 
Идеальный вариант для большой дружной семьи! 
Федеральная компания «Этажи» окажет содействие в получении ипотеки на самых выгодных для вас условиях! Партнерские отношения с ведущими банками региона! Для Вас полное юридическое сопровождение и гарантия чистоты сделки! Покупая недвижимость с нами, вы получаете Сертификат Безопасности На Год! Звоните! Номер в базе: 7339748. Район: Мелиоративный п.",3900000
411,1,33.1,7,9,"Московская ул., 10",р-н Октябрьский,Собственик,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_331m_79et._2296958021,"Продам благоустроенную однокомнатную квартиру на 7 этаже 9-этажного кирпичного дома. 
Дом очень тёплый, находится в центральной части района. Прекрасный вид на озеро. Балкон не застеклён. Новый лифт, свежий ремонт в подъезде. Квартира в обычном состоянии, чистая, произведена смена окон на стеклопакеты, в комнате натяжной потолок, санузел совмещённый. На кухне газовая плита, без колонки. Коммунальные платежи 4-4,5 т. Р. При продаже остаётся вся мебель и частично бытовая техника. Один взрослый собственник, без прописанных, без долгов и обременений, квартира освобождена и готова к продаже.",3050000
412,2,43.4,1,5,"ул. Островского, 54",р-н Перевалка,Агентство,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_434m_15et._2299807201,"Предлагается к покупке двухкомнатная квартира в расширенном центре Петрозаводска по адресу: Островского 54.

Площадь: 43,4 / 24,6 / 6 кв. М. (общая/жилая/кухня).

Основные преимущества: 

Узаконенная перепланировка;

Кирпичный дом;

Высокий первый этаж;

Приточно — вытяжная вентиляция на кухне;

В ванной комнате теплые полы;

Современные радиаторы;

Капитальный ремонт полов;

Удобные системы хранения (гардеробные);

План квартира в 3D планировании.

Представляем вашему вниманию двухкомнатную квартиру с эксклюзивной планировкой.

В расширенном центре города! 

Пять минут пешком до Гоголевского центра, десять минут до ж/д и автовокзала. 

В шаговой доступности школы № 48 и №11, дет. Сады, Республиканская больница, 

Перинатальный центр, магазины, Трц « Лотос Плаза», ТЦ «Весна». 

Сделана перепланировка, где учтены все нюансы, необходимые для комфортного.

Проживания. 

При покупке этого жилья Вас ждут приятные бонусы! 

Записывайтесь на просмотр прямо сейчас, чтобы увидеть органичность и неординарность.

Этой квартиры! 

Фотографии не способны передать всю продуманность и удобства планировки, поэтому лучше побывать в квартире и лично оценить эксклюзивный подход к организации пространства. 

Никаких комиссий при покупке данного объекта. 

Объект полностью готов к продаже и прошел юридическую проверку. 

В нашем агентстве можно оформить заявки на ипотеку во всех банках. 

Любая форма оплаты, полное сопровождение сделки. 

Не продали свою недвижимость? У нас уже есть покупатель. 

Звоните и записывайтесь на просмотр.",3750000
413,3,62.5,3,17,"ул. Гражданская, стр. 1",р-н Перевалка,Строительная компания Nova,2022-03-01,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_625m_317et._2369252758,"В продаже 3-комнатная квартира-студияя от застройщика, общей площадью 62,5 кв. М в новом монолитном комплексе ЖК «Compass» на ул. Фурманова в районе Перевалка. 
Срок сдачи объекта: 1 квартал 2024.
Жилой комплекс «Compass» располагается в 10 минутах езды от центра города Петрозаводска, что обеспечивает легкий выезд в любую часть города. Он расположится на улице Фурманова, близ железнодорожного вокзала и автовокзала. Локация, с одной стороны, находится в центре Петрозаводска, с другой, не в самой шумной его части. Инфраструктура района включает учебные заведения, кафе, магазины. 

Жилой комплекс «Compass» возводится по монолитной технологии с качественным утеплением наружных стен. Стильный вентилируемый фасад выполняется из керамогранита и металлокасет. Надежные дома жилого комплекса будут оснащены всем необходимым — от собственных детских площадок и колясочных до подземного паркинга и крышных котельных, обеспечивающих автономное отопление и горячее водоснабжение. 

В квартирах жилого комплекса «Compass» еще больше воздуха и света за счет высоты потолков — 2,76 метра, панорамного остекление лоджий и увеличенного размера окон. 

На территории квартала предусмотрен благоустроенный двор, детская площадка, скамейки и спортивная зона, которые станут любимым местом отдыха жителей. 

Квартира сдается с «белой» отделкой, где квартира полностью готова для косметического ремонта. Ровные стены, готовые для оклейки обоями, стяжка на полу, белый, ровный потолок (без стыков и швов), выводы под сантехнику, полностью выполнена разводка электрики с установкой выключателей и розеток, окна, откосы, подоконники, хорошая входная металлическая дверь с зеркалом. По квартире установлены радиаторы отопления. 

За доп. Оплату можно заказать отделку «под ключ». 

Чтобы не потерять объект, добавьте его в избранное над фотографией или нажмите на значок сердечко.",5937500
