,room,size,floor,total_floors,address,area,agent,start_time,url,Description,price
99,1,36.0,8,10,"Лесной пр-т, 27",р-н Древлянка,Агентство,2022-03-05,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_36m_810et._2329144387,"Продам однокомнатную квартиру улучшенной планировки на Древлянке.

Общая площадь 39,2 кв. М.

Жилая 17,9.

Кухня 7,4.

Квартира не напротив лифта.

Один собственник.

Без долгов и обременений.

Чистая и светлая.

Любая форма оплаты.

Помощь в оформлении ипотеки.",3390000
100,1,30.1,1,5,"ул. Ригачина, 26",р-н Зарека,Агентство,2022-03-06,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_301_m_15_et._2309694903,"Продается 1-комнатная квартира в расширенном центре города по улице Ригачина, дом 26. 

Основные характеристики и преимущества: 

Площадь квартиры: 30,1/16,7/6,5 кв. М. (общая/жилая/кухня). 
— в квартире сделан качественный ремонт: 
— в комнате ламинат и натяжной потолок, на кухне и в прихожей линолеум уложенный на Дсп и подложку;
— во всей квартире поклеены обои хорошего качества;
— на всех окнах установлены пластиковые стеклопакеты;
— санузел облицован кафельной плиткой, установлена чугунная ванна;
— заменен стояк холодной воды, установлен счетчик;
— на кухне установлена газовая колонка — автомат Neva и новый счетчик на газ;
— установлена металлическая входная дверь и новая дверь в комнату. 
— есть кладовка;
— чистый и ухоженный подъезд с большой колясочной;
— удачное расположение квартиры в доме, не угловая, окна выходят во двор;
— в шаговой доступности центр города и набережная Онежского озера. 

Развитая инфраструктура района, все в шаговой доступности: магазины, детские площадки, школа, остановки общественного транспорта, детский сад во дворе. 

Новым владельцам остается кухонный гарнитур, газовая плита. 

Квартира полностью готова к продаже и дальнейшему проживанию без вложений. Квартира подходит под любую форму оплаты, полное сопровождение сделки. 

Звоните! 

Арт. 14620276.",2750000
101,2,54.2,5,5,"Скандинавский пр., 2",р-н Древлянка,Застройщик,2022-03-07,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_542m_55et._2350015838,"В продаже двухкомнатная квартира в новом экологически-чистом районе — ЖК Скандинавия на 5-м этаже 5-х этажного панельного дома 2014 года постройки с современным ремонтом, общей площадью 54,2 кв. М. + (балкон 5 кв. М.).

· Продуманный, современный ремонт.

· Кухонный гарнитур остается будущему владельцу.

· Сан. Узел — совмещённый, джакузи, плитка.

· Большая гардеробная.

· Небольшие коммунальные платежи.

· Всегда есть парковочные места.

· Территория вокруг дома благоустроена.

· Чистый подъезд.

· Остановку видно из окна.

Вблизи дома вся инфраструктура района: 

- бассейн, спортивная волейбольная площадка, тренажеры, салоны красоты;

- детские сады, школа;

- остановка общественного транспорта (1,12,19);

- продуктовые магазины: «Олония», «Магнит», «Магнит-Косметик», «Улыбка радуги»;

Прямо под окнами располагается большая парковка, поэтому больше можно не беспокоиться о свободном парковочном месте. 

Новый микрорайон дает не только развитую инфраструктуру, но и современные коммуникации, а также дарит небольшие коммунальные платежи.",5950000
102,3,73.6,7,9,"ул. Чапаева, 104",р-н Перевалка,Агентство недвижимости Баренц Групп,2022-03-06,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_736m_79et._2245575254,"Вашему вниманию представлена уютная трёхкомнатная квартира с отдельной кухней площадью в 73.6м2 в доме 1996 года постройки! 

Отличная квартира большой площади с отличной планировкой, с лоджией, кухней, гостиной и двумя изолированными комнатами. Окна квартиры выходят на разные стороны дома, обеспечивая большое количество света. Все комнаты раздельные. В комнатах установлены современные двухкамерные стеклопакеты, кроме комнаты с балконом. В одной комнате установлен натяжной потолок, на полу постелен линолеум, ламинат. Санузел раздельный. В квартире произведена замена стояков, трубы заменены на пластиковые. 

Дом расположен в развитом районе в не посредственной близости от леса. Тихий, просторный двор (достаточно парковочных мест). Развитая инфраструктура (школа №20, Чапаевский, Пятерочка, Весна, Магнит). В шаговой доступности Лотос Плаза, Леруа Мерлен. 

Если Вы видите данное объявление — квартира в продаже! 

Продажа от ведущего агентства недвижимости Баренц Групп.",5100000
103,4,74.2,10,10,"Лососинское ш., 31к1",р-н Древлянка,Собственик,2022-03-07,https://www.avito.ru/petrozavodsk/kvartiry/4-k._kvartira_742m_1010et._2277406574,"Продам 4х комнатную квартиру на Древлянке. 

Продажа от собственника. 

Удобное расположение. 
В шагoвой доcтупнocти pаспoлaгаются две школы (42 и 46), несколько детский садов. Рядом различные продуктовые магазины, аптеки, детские площадки. Удобная транспортная доступность до центра города. 

В квартире: 
- центральное отопление;
- горячая вода;
- с/у раздельный;
- хорошие соседи;
- окна выходят на 3 стороны;
- просторная отдельная кухня;
- в прихожей есть небольшая кладовка. 

Сделан небольшой ремонт, на фото видно. Мебель частично остаётся, если нужна будет. Квартира граничит только с 2я соседями — сбоку и снизу. 

По всем вопросам обращаться в личные сообщения, на звонки могу сразу не ответить, звонки с 11 до 19 часов. Риэлторские услуги не интересны. 

Торг уместен, рассмотрим так же ваши предложения 1-комнатной/2-комнатной квартиры.",6000000
104,3,65.0,5,5,"Мурманская ул., 26",р-н Первомайский,Собственик,2022-03-06,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_65m_55et._2192426131,"Предлагается к покупке трёхкомнатная квартира, расположена на 5 этаже 5-этажного дома. 
62,3 кв. М (46,6 жилая, 6,4 кухня). 
Чистая и тёплая. 
Состояние хорошее: 
Потолки: кухня-панели;
Большая комната- двухуровневые натяжные потолки с точечными светильниками;
спальня- натяжной потолок. 
Полы везде линолеум. 
На всех окнах установлены стеклопакеты. 
Хорошие межкомнатные двери. 
Входная дверь- железная. 
Обои под покраску ( можно с лёгкостью обновить интерьер). 
Есть вместительная кладовка. 

Сделан капитальный ремонт кровли. 
Во дворе хорошая детская площадка. 
В шаговой доступности школы, садики, магазины, банки, аптеки. 

В стоимость входит: 3 дивана, кухня с плитой и духовой шкаф, стиральная машинка ( по договорённости), встроенный шкаф, компьютерный стол, 2 кресла, полочки, вешалка для одежды. 

Один взрослый собственник. Документы готовы к продаже.",4500000
105,1,36.0,2,5,"Нойбранденбургская ул., 3к2",р-н Ключевая,Застройщик,2022-03-07,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_36m_25et._2318435610,"В продаже однокомнатная квартира в новом районе — ЖК Новые Ключи на 2-м этаже 5-х этажного дома с удобной планировкой и современным ремонтом, общей площадью 36 кв. М. (+ 6 кв. М. Лоджия).

· Хороший ремонт.

· Лоджия — застеклена.

· Электроплита.

· Совмещенный сан. Узел (плитка).

· Гардеробная при входе.

· Современная кухня остается новому владельцу.

· Квартира светлая, теплая.

· Небольшие коммунальные платежи.

· Всегда есть парковочные места.

· Во дворе детская площадка.

· Территория вокруг дома благоустроена.

· Видеонаблюдение.

· Чистый подъезд.

Без долгов и задолженностей. Один собственник! 

Собственный газовый котел на природном газе. Он нагревает воду и отапливает квартиру, никаких отключений горячей воды летом. Вы сами будете регулировать тепло батарей по своему желанию. Новый микрорайон дает не только развитую инфраструктуру, но и современные коммуникации, а также дарит низкие коммунальные платежи. 

Рядом с домом вся инфраструктура района: поликлиника №4 (взрослая и детская), ТЦ Десяточка, школы, детские сады, бассейн, тренажерный зал (Фок Газпром).",3700000
106,4,86.0,2,9,"Сортавальская ул., 14",р-н Кукковка,Агентство,2022-03-05,https://www.avito.ru/petrozavodsk/kvartiry/4-k._kvartira_86m_29et._2242034773,"Продам просторную четырехкомнатную квартиру.

Квартира очень теплая.

Кухня квадратная.

Отличная планировка.

Замечательное местоположение.

Рядом садики, школа, остановки общественного транспорта.",5250000
107,1,35.1,1,16,"ул. Петрова, 27",р-н Ключевая,Koral Group,2022-03-04,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_351m_116et._2348525852,"Прямая продажа от собственника! Риэлторам Просьба Не Беспокоить! 

Предлагается к покупке квартира в новом жилом комплексе «Бульвар у Родников».

В квартире выполнен косметический ремонт, вся сантехника установлена, так же в квартире установлена кухня. 

Квартира с видом на озеро. Всего 10 минут до центра города на авто, вместительная парковка вблизи домов. На территории ЖК работают супермаркет «Магнит», промтоварный магазин, аптека, фитнесс-зал, салон красоты. В шаговой доступности (300 м.) находятся супермаркет «Spar», магазин «Олония», отделение почтовой связи. В 10 минутах ходьбы (1 км.) расположен крупный торговый центр «Десяточка», отделение Сбербанка России, поликлиника №4 и физкультурно-оздоровительный комплекс «Газпром». В шаговой доступности расположены 4 муниципальных детских сада и 2 школы. 

Бесплатное сопровождение сделки на всех этапах!",2800000
108,2,49.0,5,5,"ул. Парфёнова, 6",р-н Кукковка,Агентство,2022-03-07,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_49m_55et._2369407469,"Продаётся светлая 2-х комнатная квартира с раздельными с/у. Полностью.
Готова к заселению и комфортному проживанию. С мебелью и встроенной кухней. 
Несколько детских садов, школы, магазины, остановки, аптеки, поликлиники в пешей доступности (5 мин).

Состояние кваpтиpы xopoшee, соответствует фото. Чистый подъезд, хорошие соседи. Слышимость отсутствует. 

Без обременений, прямая продажа без дополнительных комиссий.
Ждём на просмотры. 

Вся Мебель И Техника Остаётся (кроме ТВ)- гардероб, раскладные диваны, стеллажи и шкафы, стиральная машина, варочная поверхность. Въезжай и живи. 

Пластиковые окна выходят на обе стороны дома. Частично тёплые полы. 
Лоджия 3 метра.",4570000
109,2,44.2,1,5,"Нойбранденбургская ул., 19",р-н Ключевая,Агентство,2022-03-06,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_442_m_15_et._2340789557,"Подбираете новую квартиру, но еще не продали свою? Мы поможем вам в этом! 
Предлагается к покупке 2-комнатная квартира, которая располагается по адресу: ул. Нойбранденбургская, д. 19, в микрорайоне Ключевая. 
Квартира расположена на 1 этаже 5-этажного дома 1972 года постройки. 
Преимущества данного объекта: 
Удобная планировка;
Изолированные комнаты;
Большая гостиная, просторная спальня;
Сантехнический узел раздельный, в ванной комнате установлена душевая кабина;
Панельный дом, с хорошей шумоизоляцией;
Произведена замена всех межкомнатных дверей;
В комнатах установлены натяжные потолки;
Квартира очень тёплая, сухая;
Пластиковые окна на кухне и в спальне;
Чугунные батареи, в спальне произведена замена на металлическую с кранами;
Центральное холодное водоснабжение и отопление;
Природный газ. 

В шаговой доступности всё необходимое для комфортного проживания — остановки общественного транспорта в любую точку города, магазины, детские сады и школы, ТЦ Десяточка, Фок Газпром, поликлиника № 4 — взрослая и детская. 
Данную квартиру можно приобрести в ипотеку или с использованием материнского Объект № 550861.
Многофункциональный центр недвижимости (Мфцн) оказывает полный спектр профессиональных решений в сфере недвижимости: 
- Купля-продажа вторичного жилья, полное юридическое сопровождение сделок любой сложности;
- Сертификат безопасности сделки;
- Полис защиты новосёла при приобретении новостройки;
- Профессиональная приёмка квартиры у застройщика;
- Ипотечное кредитование от ведущих банков-партнёров, страхование;
- Оформление перепланировки в соответствии с Законодательством;
- Прием документов специалистом Гбу Мфц;
- Петрозаводский кадастр недвижимости;
- оценка недвижимости. 

Ознакомиться со всеми предложениями Вы можете, перейдя по ссылке в наш магазин Мфцн, которая находится под данным объявлением, а также справа от объявления. 

Номер объекта: #2/550861/6805.",3400000
110,3,74.0,2,9,"Лососинское ш., 21к4",р-н Древлянка,Собственик,2022-03-06,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_74m_29et._2359680495,"Квартира переделана из 4х комнатной в 3х комнатную. Перепланировка согласована. 

Выполнен очень качественный дизайнерский ремонт: объединены гостиная и кухня. 
Полностью переложен электрический кабель, выключатели и розетки Legrand. 
Полностью заменены трубы и батареи. 
Полы утеплены керамзитом. 
Все окна Veka, в том числе лоджия. 
Остается кухня, мебель в гостинной, спортивный уголок, встроенные шкафы-купе и светильники. 
Качественные межкомнатные двери. 
Квартира освобождена.",7900000
111,3,65.3,1,2,"Древлянская наб., 24",р-н Центр,Агентство недвижимости Баренц Групп,2022-03-07,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_653m_12et._2277624339,"Продажа уютной 3-комнатной квартиры в самом центре города! 

Квартира расположена на 1 этаже 2-х этажного деревянного дома. 

Общая площадь 65,3 кв. М, жилая 44,6кв. М. 

Просторные комнаты на разные стороны дома (18/14,7/11,9кв. М.).

Большая кухня и прихожая с вместительной гардеробной. 

Квартира очень светлая, установлены пластиковые окна. 

Центральное водоснабжение и водоотведение ;

Горячая вода за счёт бойлера. 

Отопление — печное, газ-баллон. 

Вместе с квартирой новым хозяевам остаётся сарай для хранения во дворе, 

небольшой участок для посадок и гараж! 

Развитая инфраструктура: рядом магазины, школа, детский сад, лесопарковая зона для пеших прогулок. 

Покупка только за Наличные! 

Продажа от ведущего агентства недвижимости Баренц Групп.",3150000
112,2,57.1,6,9,"ул. Попова, 12",р-н Древлянка,Агентство,2022-03-06,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_571m_69et._2365543204,"— АН ""Центр Ипотеки и Недвижимости"", предлагает Вашему вниманию: 
— К покупке 2х комнатную квартиру на 6 этаже 9 этажного панельного дома. 
— Общая площадь квартиры составляет 57 кв. М. Плюс лоджия 6 метров. 
— Кухня 9.5 м, комнаты 12.2 и 19.5 м. 
— В оконных проёмах установлены стеклопакеты. Сан. Узел раздельный отделка кафельная плитка на полу и стенах. 
— Чистый подъезд, хорошие соседи. 
— Школа 43 находится в шаговой доступности. 
— Детский сад находится в шаговой доступности. 
— Сетевые магазины, Сбербанк, аптека в шаговой доступности.
— Документы готовы к продаже, один собственник. 

— АН Центр Ипотеки и Недвижимости», оказывает все виды сделок с недвижимостью. 
Покупка, продажа, обмен. 
Помогает с получением ипотечного кредита. 
Ипотека без первоначального взноса. 
Найдем быстро покупателя на вашу квартиру, дом, дачу. 
Подбор недвижимости по вашим потребностям. 
Наше агентство недвижимости аккредитовано в банках — «Сбербанк России», Связь Банк, Втб 24 и других банках. 
Звоните в любое время, по указанному номеру.
Рассматриваем любые способы оплаты: ипотека, сертификаты, материнский капитал, региональный сертификат, сертификат молодая семья и т. Д. Принимаем в зачёт, как вторичное жильё, так и новостройки. Юридическое сопровождение!",4590000
113,2,63.0,1,3,"район Древлянка, территория Перевалка-2",р-н Древлянка,Агентство,2022-03-07,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_63_m_13_et._2276236499,"Подбираете новую квартиру, но еще не продали свою? Мы поможем вам в этом! 
Подбираете новую квартиру, но ещё не продали свою? 
Мы поможем Вам в этом. 

Предлагается к покупке 2-х комнатная квартира с эркером в ЖК Университецкий, район Древлянка. 
Общая площадь 63 кв. М. 
Располагается по адресу проезд Луганский, дом 5. 
Площадь комнат: 19,6 и 15,8 кв. М. Площадь кухни: 12,6 кв. М. 

Дом кирпичный, 2019 года постройки. 
Перекрытия железобетонные. Компания застройщик Ксм. 
Управляющая Ксм-Комфорт. 

Находится на 1 этаже трёх этажного дома, комнаты раздельные;
Большая кухня с эркером;
Продуманная система освещения по всей квартире со множеством источников света;
Во свей квартире сделан качественный дизайнерский ремонт;
Окна выходят на две стороны (двор);
Во дворе детская площадка, видеокамеры по периметру дома;
При продаже остается: встроенная мебель кухни с бытовой техникой (варочная панель, духовой шкаф, холодильник); шкафы и тумбы;
По всей квартире двойные стеклопакеты;
На полу ламинат 33 класса, керамогранитная плитка;
Установлен индивидуальный отопительный котёл, за счёт чего в квартире низкие коммунальные платежи ( 2400 рублей), постоянное тепло и горячая вода. 

Развитая инфраструктура: остановки общественного транспорта, сетевые магазины крупных компаний, Сигма, Трц Лотос-Плаза, Леруа Мерлен, аптеки, спортивный зал, бассейн Онего, образовательные заведения ( корпусу петргу, школа № 43), заправки (Птк, Nordic). 
Также в шаговой доступности находится несколько парков и скверов. 
Один собственник, быстрое освобождение! 
Приобрести возможно за наличный, в ипотеку и с использованием различных сертификатов. Объект № 550705.
Многофункциональный центр недвижимости (Мфцн) оказывает полный спектр профессиональных решений в сфере недвижимости: 
- Купля-продажа вторичного жилья, полное юридическое сопровождение сделок любой сложности;
- Сертификат безопасности сделки;
- Полис защиты новосёла при приобретении новостройки;
- Профессиональная приёмка квартиры у застройщика;
- Ипотечное кредитование от ведущих банков-партнёров, страхование;
- Оформление перепланировки в соответствии с Законодательством;
- Прием документов специалистом Гбу Мфц;
- Петрозаводский кадастр недвижимости;
- оценка недвижимости. 

Ознакомиться со всеми предложениями Вы можете, перейдя по ссылке в наш магазин Мфцн, которая находится под данным объявлением, а также справа от объявления. 

Номер объекта: #2/550705/6805.",6200000
114,2,41.6,2,25,"ул. Энтузиастов, 15",р-н Кукковка,Строительная компания Nova,2022-03-05,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_416m_225et._2369150948,"В продаже 2-комнатная квартира-студия в новом жилом комплексе «Белые ночи». 

Застройщик: Nova, 2016 год постройки. 

Квартира продается с мебелью, бытовой техникой, не требует никаких вложений, состояние — въезжай и живи! 

Общая площадь 41,6 кв. М с учетом площади лоджии 2,9 кв м.

Этаж 2/25.

Светлая квартира с хорошим ремонтом. Гостиная совмещена с кухней, общая площадь 22,7 кв. М. Зона кухни правильной формы, большая рабочая зона, которая создаст удобство в работе хозяйке. 

Уютная спальня 9,1 кв. М с панорамным окном и выходом на застекленную лоджию 2,9 кв. М.

Новым хозяевам остается встроенная кухня, варочная поверхность, духовой шкаф, вытяжка. В спальне остается встроенная мебель: кровать и шкаф. 

Санузел совмещенный 3,7 кв. М, кафель, установлена импортная сантехника счетчики на воду. 

Напольное покрытие ламинат, в ванной — плитка. В спальне натяжной потолок. Обои на флизелиновой основе, установлены хорошие межкомнатные двери. На окнах установлены стеклопакеты. 

Просторная прихожая. Входная дверь железная с зеркалом, домофон. 

Преимущества жилого комплекса «Белые ночи»: 

— автономное отопление от крышной газовой котельной — низкие коммунальные платежи;

— дизайн-холлы;

— современные лифты;

— консьерж и видеонаблюдение. 

Рядом вся необходимая инфраструктура: гипермаркет «Лента», «Магнит», салоны красоты, фитнес-клуб, магазины цветов, развивающий центр для детей, два новых детских сада. 

Преимущества покупки в агентстве недвижимости Nova Realty: 

- принимаем старую квартиру в зачет.

- полное бесплатное сопровождение.

- юридическая безопасность и прозрачность сделки.

- работаем с любыми сертификатами на покупку жилья.

- бесплатная подача заявки в выбранные банки.

Бонус! Скидка 0,3% к ставке Сбербанка — подробности у менеджера.",5000000
115,2,44.2,5,5,"Советская ул., 28",р-н Октябрьский,Агентство,2022-03-05,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_442_m_55_et._2340895956,"В продаже уютная двухкомнатная квартира. 

Основные характеристики и преимущества: 

- Квартира теплая и светлая, расположена в центре дома;

- Раздельные комнаты;

- Окна выходят на обе стороны квартиры;

- Остекленный балкон;

- Есть кладовка;

- Совмещенный санузел, с отличной сантехникой, установлена гидромассажная ванна, стены отделаны панелями;

- В комнатах: натяжные потолки;

- Пол: большая комната и прихожая — ламинат, спальня — линолеум, в санузле — кафельная плитка;

- На окнах установлены стеклопакеты;

- На кухне заменен радиатор отопления;

- Везде установлены межкомнатные двери с остеклением;

- Установлена новая входная металлическая дверь;

- Новым хозяевам остается кухонный гарнитур, стол и газовая плита;

- Ухоженные подъезд и придомовая территория;

- Транспортная доступность;

- Развитая инфраструктура района (в пешей доступности расположены: школы, детские сады, остановки общественного транспорта, торговые центры, аптеки, места для прогулок);

Квартира полностью готова к продаже. Подходит под любую форму оплаты. 

Звоните! 

Арт. 18435626.",3600000
116,2,45.0,1,3,"ул. Луначарского, 27",р-н Зарека,Собственик,2022-03-07,https://www.avito.ru/petrozavodsk/kvartiry/2-k._kvartira_45m_13et._2216460361,"Продажа от собственника. 
Угловая, тёплая, светлая (солнечная сторона) В квартире 4 окна установлены стеклопакеты. Двойные двери ролеты, решётки. В квартире требуется космический ремонт. 
Имеется подпол. Заменина сантехника. 
Просьба Агентства Не Беспокоить! 
Если Вы Видите Объявление Значит Оно Актуально.
Дополнительная информацию по телефону.",3300000
117,3,45.0,1,5,"Вьюжный пр., 7",р-н Древлянка,Агентство,2022-03-05,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_45m_15et._2361778592,"Предлагается К Продаже Квартира Улучшенной Планировки.
В Новом Микрорайоне Древлянки.
Планировка «Евротрёшка».
Зона Кухни-Гостиной 18 кв. М.
Спальни по 8,1 кв. М.
Раздельный Санузел.
Удачная Планировка Прихожей.
В Квартире Выполнен Хороший Ремонт. 
При Продаже В Квартире Остаётся: 
Встроенная Кухня С Техникой (холодильник, посудомоечная машина, варочная панель, духовой шкаф, микроволновая печь).
Четыре шкафа-купе.
В ЖК Построен Новый Детский Сад И Школа.
Рядом Магазин «Магнит», «Олония», Аптеки, Парикхмахерские.
Остановка Общественного Транспорта В 5 ти Минутах Ходьбы.
Лыжная Трасса «Фонтаны».
Один Собственник.
Нет Задолженностей По Коммунальным Платежам (в среднем 3 т. Р в месяц).
Прямая Продажа Без Подбора Встречного Варианта.",4999999
118,1,38.7,4,9,"Зелёная ул., 4А",р-н Перевалка,Агентство,2022-03-05,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_387m_49et._2321995965,"Продается светлая, уютная 1-но комнатная квартира улучшенной планировки в доме 2013 года постройки. 
Квартира в состоянии «заезжай и живи», свежий ремонт.
Общая площадь-35,5 кв. М. + лоджия, на 4-ом этаже 9-ти этажного дома. 
Комната 18,1 кв. М., просторная прихожая с местом для размещения гардеробной. 
Кухня-7,4 кв. М., электроплита, горячее водоснабжение. 
Санузел совмещенный -фартук из кафеля, счетчики на воду. 
Лоджия 6 м. Алюминиевое остекление. 
Квартира в отличном состоянии, стеклопакеты, замена всех межкомнатных дверей, свежие обои, полы-линолеум высокого качества. 
Большой (грузовой) лифт, чистый подъезд, хорошие, порядочные соседи, всегда есть места для парковки автомобиля. 
В доме установлен тепловой счетчик, коммунальные платежи зимой 3,5т. Р, летом около 1,5тр.
Хорошее месторасположение: в шаговой доступности, магазины, почта, остановки общественного транспорта, детские сады (д/о 127, 103,110), школа (Сош №20) и т. Д. 
Квартира без долгов, обременений, 1 собственник, освобождена, любая форма оплаты. 
Любая форма оплаты, бесплатное сопровождение ипотечного пакета, а так же, если у Вас еще нет одобрения по ипотеке, Вы можете совершенно бесплатно подать заявку в офисе нашей компании. В этом случае срок рассмотрения заявки банком сокращается до 1-го дня, а вероятность одобрения выше! 
Просмотр в любое время.",3650000
119,4,62.6,1,5,"ул. Островского, 87",р-н Перевалка,Агентство,2022-03-05,https://www.avito.ru/petrozavodsk/kvartiry/4-k._kvartira_626_m_15_et._2065258709,"Продается евро 4-комнатная квартира, 63.6 м², на 1-м этаже 5-ти этажного блочного дома в районе «Перевалка» по ул. Островского, д. 87, 1/5. Отделка — современный ремонт из качественных материалов. Произведена замена окон на пластиковые, натяжные потолки, на полу ламинат, плитка. 
Большая обеденная зона — кухня студия совмещена с залом. На кухне газовая плита и газовая автоматическая колонка для нагрева воды. При продаже остаётся современный встроенный гарнитур с бытовой техникой. 
Санузел совмещён, выложен кафельной плиткой от пола до потолка. Болшая современная ванна с гидромассажем. Сделаны тёплые полы. Установлены счетчики на воду. 
Так же при продаже остается большой вместительный шкаф купе. 
Сделана узаконенная перепланировка.
В шаговой доступности всё необходимое для комфортного проживания: магазины, аптеки, школа. 5 минут пешком до центра города! 
Идеальный вариант для семьи. 

Общая площадь — 62,6 кв. М.
Жилая площадь — 47,7 кв. М.
1. Комната — 8,6 кв. М.
2. Комната — 11 кв. М.
3. Гостиная — 18,2 кв. М.
4. Кухня — 4,7 кв. М.
5. Санузел — 5,1 кв. М.

Данную квартиру можно приобрести в ипотеку или с использованием материнского капитала. Также рассмотрим вариант обмена на дом в пригороде. Номер в базе: 4475645. Район: Перевалка.",4920000
120,3,55.0,9,12,"Лыжная ул., 8А",р-н Кукковка,Агентство,2022-03-05,https://www.avito.ru/petrozavodsk/kvartiry/3-k._kvartira_55m_912et._2336408665,"Евротрешка в монолитном доме 2015 года с Панорамным видео на Онежское озеро.

Заст. Лоджия 6 м2, Стеклопакеты, ламинат, натяжные потолки.

Остаётся кухонный гарнитур из массива, электроплита стеклокерамика с духовкой.

Закрытая территория за шлагбаумом, охрана, чистые просторные подъезды и площадки на этажах.

3 квартиры на этаже.

2 отдельных комнаты и кухня -гостиная, санузел совмещен.

Развитая инфраструктура остановки школы садики сетевые магазины кафе.

Один взрослый собственник, освобождена и готова к продаже.",6000000
121,1,35.2,1,5,"Ключевское ш., 15",р-н Каменный Бор,Собственик,2022-03-08,https://www.avito.ru/petrozavodsk/kvartiry/1-k._kvartira_352m_15et._2352966955,"Состояние квартиры обычное. Лоджия застеклена, в комнате установлен стеклопакет. Сантехника, счётчики на воду поменяны. Соседи тихие. Во дворе построена новая спортивная площадка. Остановка в шаговой доступности (2 мин.). Рядом находится Каменный Бор(Карьер).",3000000
122,0,28.3,4,5,"Вьюжный пр., 5",р-н Древлянка,Собственик,2022-03-05,https://www.avito.ru/petrozavodsk/kvartiry/kvartira-studiya_283m_45et._2318488162,"Предлагается к покупке уютная студия. Дом 2018 года постройки. Квартира ремонта не требует, чистая. Из окон шикарный вид на лес, через который в 250 м проходит лыжная трасса «Фонтаны», это означает, что не будет строительства других домов. Шикарное место для прогулок. Свежий воздух. Рядом новая Школа, садики. Новая дорога. 
Низкие коммунальные платежи, зимой до 1,5 тысяч, летом до 1000 рублей. Соседи хорошие. 
Остаётся кухонный гарнитур, диван, стенка, шкаф в прихожей. 
1 взрослый собственник.",3250000
